tweet_count,user_id,username,text,created_at
158,74646907,UniversitasIndonesia,"UI Peduli ""Merawat Asa, Melanjutkan Cita"" hadir lebih dekat 🤍

Sebagai wujud perhatian dan kebersamaan, Universitas Indonesia akan menyerahkan bantuan bagi mahasiswa terdampak bencana banjir dan longsor di Sumatera. Di tengah situasi yang tidak mudah, semoga dukungan ini dapat https://t.co/lAaN4cNcOC",Tue Dec 16 12:26:55 +0000 2025
159,82042655,Melon Mask,Suasana pemakaman massal 24 orang korban banjir Sumatera Barat yang tidak dikenal. Terima kasih Polda Sumatera Barat untuk kepedulian dan kerja kerasnya buat warga Sumbar. Salam hormat Irjen. Pol. Gatot TS dan jajaran. @DivHumas_Polri https://t.co/uPBForSJrw,Thu Dec 11 07:15:37 +0000 2025
160,1130554928454180864,LBH Padang,"Warga Bantu Warga

SUMATERA BARAT DARURAT BENCANA ALAM!!
OPEN DONASI BENCANA HIDROMETEOROLOGIS

Sejak 21 November 2025 hingga 27 November 2025, hujan berintensitas tinggi melanda berbagai wilayah di Sumatera Barat. https://t.co/KYKo0OlVuF",Thu Nov 27 13:10:52 +0000 2025
161,1006827831995711488,𝓔𝓴𝓸 𝓦𝓲𝓭𝓸𝓭𝓸,"Pemerintah Prabowo akan bangun rumah tetap korban bencana banjir Sumatera 2.603 unit, non APBN dari yayasan Buddha Tzu Chi dll.. https://t.co/NwlYtXZTNL",Wed Dec 17 12:26:20 +0000 2025
162,46693036,inilahcom,"Di tengah sisa-sisa bencana banjir yang melanda Sumatera Utara, warga memilih untuk tidak larut dalam keterpurukan. 

Kayu gelondongan yang terbawa arus banjir dimanfaatkan sebagai bahan bangunan untuk mendirikan kembali rumah-rumah yang rusak. 

Dengan keterbatasan yang ada, https://t.co/8DUSXGODKc",Mon Dec 15 06:14:34 +0000 2025
163,131814756,susno duadji,"@KemenkeuRI , @xMBGx 
Anggaran MBG , 1.2 T perhari, anggaran rehab bencana banjir Sumatera 500 M,
Koq timpang bener ,, https://t.co/oJKFyRz56w",Sun Dec 14 14:15:10 +0000 2025
164,3252997136,andi arief,Kita dukung pemerintah menjalankan rekon/rehab di kurang lebih 52 kabupaten/kota terdampak banjir bandang sumatera. Pemerintah kita cukup berpengalaman dan Masyarakat kita terbukti selama ini tangguh dan bangkit dari ujian bencana.,Mon Dec 15 01:20:42 +0000 2025
165,23343960,Kompas.com,"Presiden Prabowo Subianto mengatakan bahwa banjir Sumatera telah memberi pelajaran soal pentingnya lumbung desa agar masyarakat dapat bertahan saat terisolasi. 

“Bencana yang kita lihat sekarang di Sumatera Utara, Aceh, dan di Sumatera Barat memberi pelajaran lagi kepada kita,” https://t.co/ylPwS2V92c",Tue Dec 16 13:36:25 +0000 2025
166,1521159020,Magdalene,"Buat saya, banjir di Sumatera tak pernah berdiri sendiri. Ia terkait langsung dengan hilangnya hutan, perampasan tanah adat, dan kebijakan negara yang berulang kali menormalisasi kerusakan ekologis.
https://t.co/5ZMsQ0d9z5",Wed Dec 17 02:25:58 +0000 2025
167,1334544700917727234,Kimberley,"Apakah pena bisa mengubah dalam detik akibat bencana banjir bandang 3 provinsi di Sumatera? 

Tongkat nabi Musa dan Pena jelas beda. Yang satu tak butuh proses, yang satu butuh proses untuk mengubah sesuatu.",Mon Dec 15 00:02:16 +0000 2025
168,131814756,susno duadji,"Setuju Pk Purbaya ; anggaran Rapat Tak Jelas, Perjalanan dinas tak jelas milik ; Kemen-terian, Lembaga, Badan, Pem-da dan DPR pindahkan saja unt handle Bencana Banjir di Sumatera dan daerah lain, https://t.co/MbVZQ1oN7Q",Thu Dec 11 04:45:21 +0000 2025
169,84221579,narkosun,"Ruas Kritis Terdampak Banjir Terus Ditangani, Akses Alternatif Tetap Terbuka bagi Warga

Kementerian PU terus mempercepat penanganan ruas-ruas jalan nasional yang terdampak bencana banjir dan tanah longsor di Sumatera. 

✅ Ruas kritis Tarutung–Sibolga 
✅ Ruas kritis https://t.co/pTMjcpsOkc",Thu Dec 18 11:34:46 +0000 2025
170,2905814730,Lambe Waras,"🔴 GOODNEWS ‼️

Jadi gini, untuk percepatan perbaikan infrastruktur yang terdampak bencana banjir di Aceh dan Sumatera  Kementerian Pekerjaan Umum (PU) telah menerjunkan 310 personel ! 

Dan hasilnya sejumlah akses utama antar kota dan kabupaten di Aceh, Sumut, dan Sumbar kini https://t.co/KMLnWaxMFg",Thu Dec 18 01:29:33 +0000 2025
171,3270403033,Ken Hans,"Pemerintah akan membangun 2.603 hunian tetap untuk korban banjir bandang dan longsor di Sumatera. Dananya bukan dari APBN, melainkan bantuan dari yayasan Buddha sejumlah 2.500 unit dan dari Menteri Ara yaitu 103 hunian.

🤔🤔 https://t.co/OS74V35vsg",Wed Dec 17 11:02:47 +0000 2025
172,625448366,Nuna,"siapapun yang bilang “dikit-dikit pengalihan isu” lho memang betul pengalihan isu, banjir Sumatera ini bukan problematika ecek-ecek. 1000 nyawa melayang, paru-paru dunia tergerus, wilayah terdampak hampir seluas gabungan pulau Jawa-Bali.

once again #AllEyesOnSumatera",Mon Dec 15 05:56:02 +0000 2025
173,1432880079843987459,IMMORTAL,Luhut berulah lagi ancam2 korban banjir Sumatera. https://t.co/BbnakZYmU2,Sun Dec 21 00:47:35 +0000 2025
174,69183155,detikcom,"Bencana banjir yang melanda sejumlah wilayah di Sumatera meninggalkan duka dan kesulitan bagi para pengungsi. Salah satu kendala yang dihadapi para korban, khususnya laki-laki dewasa, adalah keterbatasan bantuan pakaian pria di posko pengungsian.

#detikcom https://t.co/BK2yVCoBLW",Wed Dec 10 08:00:02 +0000 2025
175,1945366720954425344,Michel Adam1515,"15. Gerombolan Jokowi menjatuhkan nama @Prabowo di tengah bencana banjir Sumatera. @gerindra
#UsutIjazahAsliGibran 

Prabowo sibuk urus bencana, kepala BGN sibuk main golf
Bogor, 14/12/2025
#UsutIjazahAsliGibran https://t.co/vdM8bSrKXB",Thu Dec 18 03:51:51 +0000 2025
176,1356517931887120384,Anak ogi,"Bermalam di Aceh, lanjut ke Pakistan, skrng sdh di Rusia.
Ternyata presiden masih sangat sehat, yg berharap cuma 2 THN sepertinya akan gagal total dan 2029 ga dipake lg.🫵😂

Bertemu Prabowo, Putin Sampaikan Duka atas Bencana Banjir dan Longsor di Sumatera
https://t.co/PeNjkizDTk https://t.co/xZvClk2pZb",Thu Dec 11 02:46:45 +0000 2025
177,23343960,Kompas.com,"Gubernur Sumatera Utara Bobby Nasution memastikan bantuan beras sebanyak 30 ton dari Uni Emirat Arab (UEA) tetap akan disalurkan kepada korban banjir di Kota Medan dan tidak dikembalikan ke negara asalnya.

“Namun disampaikan Pak Wakil Wali Kota ini (bantuan) dari UEA bukan G2G. https://t.co/j2hwVkyAmd",Fri Dec 19 14:09:49 +0000 2025
178,71436318,KOMPAS TV,"Greenpeace Minta Pemerintah Umumkan Nama 22 Perusahaan yang Dicabut Izinnya usai Banjir Sumatera

https://t.co/Wjgb6T1FM9",Tue Dec 16 07:40:00 +0000 2025
179,1206518264811020289,Lone Wolf,"Di Sumatera rakyat mengungsi karena banjir akibat deforestasi, di Papua rakyat mengungsi karena operasi militer

Dewan Gereja Papua menyatakan ada 100.000 pengungsi di Papua. Banyak di wilayah terpecil, jauh dari akses pangan &amp; medis

Kelompok paling rentan? Anak dan perempuan!",Wed Dec 17 14:32:45 +0000 2025
180,1408781333287948289,Ye,"dari sini kelihatan kalo banjir sumatera ini memang luar biasa parah. pereksiden ga menetapkan status sebagai bencana nasional menunjukkan kalo dia benar2 sejahat itu. i mean yeah, what do we expect from a murd3r3r ya? 😒",Sun Dec 14 09:11:40 +0000 2025
181,23343960,Kompas.com,"Kepala Badan Gizi Nasional (BGN) Dadan Hidayana menjadi sorotan setelah videonya bermain golf viral di tengah penanganan bencana banjir di Sumatera. 

Dadan mengakui pria dalam video tersebut adalah dirinya dan menjelaskan kehadirannya untuk mengikuti acara Charity Golf alumni https://t.co/L5qSXRTW08",Thu Dec 18 11:48:12 +0000 2025
182,1412374538722058244,SecrethManZ,"BANGSAT...

BIADAB....
BANJIR BANDANG DAN TANAH LONGSOR DI SUMATERA AKIBAT ULAH TANGAN-TANGAN SERAKAH INI....‼️

#MualemPresiden2029
#MualemPresiden2029
🆘🆗 https://t.co/11MtK8rPGH",Sun Dec 21 06:32:33 +0000 2025
183,3827798354,𝕌𝕕𝕚𝕖𝕟 𝕄𝕒𝕣𝕓𝕠𝕥 𝕆𝕗𝕗𝕚𝕔𝕚𝕒𝕝,"Tiga minggu setelah bencana banjir dan longsor melanda beberapa wilayah (seperti Sumatera dan Aceh) pada akhir tahun 2025, Ketua DPR RI @puanmaharani_ri menekankan pentingnya percepatan pemulihan yang konkret.

#PuanMaharani 
Minggu, 21 Desember 2025 https://t.co/BZuc1alQG0",Sun Dec 21 02:59:07 +0000 2025
184,1158355819512991747,Narasi Newsroom,"Korban meninggal akibat banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat, nyaris menembus 1.000 jiwa. Hingga Jumat (12/12/2025), pukul 09.00 WIB, berdasarkan data yang dirilis Badan Nasional Penanggulangan Bencana (BNPB), jumlah korban meninggal sebanyak 990 orang. https://t.co/aJdcFwmwDw",Fri Dec 12 02:32:50 +0000 2025
185,1270376478270582785,kelly g ✮,jujur skrg gapapa deh ga hujan cenderung terik… drpd hujan banjir lg kasian temen temen di Sumatera kek yaampun mereka mau mulai darimana ya…,Mon Dec 15 09:49:01 +0000 2025
186,1603610742649159680,Landak Biru,"@indepenSumatera Bencana alam sumatera penderitaannya bukan cuma saat terjadi banjir, setelah selesai banjir rumah meraka hancur, hilang luluh lantah oleh hantaman batang-batang kayu dan banjir bandang tertimbun dengan tanah lumpur yg dibawa oleh banjir akibat longsornya bukit-bukit gundul,",Mon Dec 15 15:30:52 +0000 2025
187,1749374921577574400,Crypto Wave,"Merespons bencana banjir bandang dan tanah longsor dahsyat yang melanda berbagai wilayah di Sumatera, Binance Charity mengumumkan komitmen bantuan kemanusiaan senilai 245.000 dolar AS (sekitar Rp4 miliar). Hal ini disampaikan melalui rilis resmi di laman Binance pada Rabu",Wed Dec 17 11:38:40 +0000 2025
188,23343960,Kompas.com,"Halo Sahabat https://t.co/4VOOkFAPN4,
Video kayu gelondongan dimanfaatkan oleh warga lokal yang terdampak langsung banjir Sumatera tengah jadi pembicaraan di media sosial.

Dalam situasi darurat pascabencana, kayu-kayu itu digunakan sebagai bahan membangun kembali rumah yang https://t.co/XAA0RRIm3Z",Wed Dec 17 08:40:17 +0000 2025
189,69183155,detikcom,"Menteri Keuangan Purbaya Yudhi Sadewa merespons usulan Menteri Dalam Negeri Tito Karnavian yang ingin mengirimkan 125 ribu pakaian reject sisa ekspor ke para korban bencana banjir bandang dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat. 

&gt;&gt; https://t.co/CRmAv4diHE https://t.co/PxBGu49YRf",Wed Dec 17 05:00:01 +0000 2025
190,1875086359578472450,Ary,"Sebelum Berangkat Cek Penanganan Banjir Di Aceh, Pulang Dari Luar Negri Cek Penanganan Banjir Di Sumatera Dan Aceh!

Baru Pulang dari Rusia, @prabowo Tiba di Medan Dini Hari Cek Penanganan Bencana

Presiden Prabowo Subianto tiba di Bandara Internasional Kualanamu, Medan, Sumatera https://t.co/4sJy5RsaNs",Fri Dec 12 02:36:08 +0000 2025
191,382522068,Rizmaya,"Presiden @prabowo Tinjau Jembatan Bailey Padang Mantuang Kabupaten Padang Pariaman, Sumatera Barat. yang Dibangun Cepat Pascabencana

Jembatan darurat tersebut rampung hanya dalam waktu sekitar satu pekan setelah wilayah itu diterjang banjir dan longsor pada akhir November lalu. https://t.co/u8eCPlKYyN",Fri Dec 19 01:54:28 +0000 2025
192,1326942591741390848,Yom N'Friends,"Makzleb......!!!!

Alasan ""relawan Jokowi"" hampir tdk pernah terlihat disetiap lokasi bencana di Indonesia termasuk bencana banjir bandang Sumatera..?

Jawaban sgt sederhana:
Karena ""relawan Jokowi""bukan relawan kemanusiaan tetapi relawan kekuasaan.😎 https://t.co/ljG5153aGI",Sun Dec 14 03:08:53 +0000 2025
193,2806211731,tito alba,"Korban tiada banjir sumatera sudah lebih dari 1000 orang sekarang pak @prabowo 
https://t.co/1VHQok49GY",Sat Dec 13 11:23:55 +0000 2025
194,1165418929,albaithar muhamad,"@shabshelf Kasihan benar lah jadi orang sumatera... Musim kemarau kena asap, musim hujan kena badai tropis biki banjir dan longsor, wilayah jadi perkebunan semua...",Sat Nov 29 00:07:08 +0000 2025
195,1101696077147729920,Nakula,"Presiden Prabowo kembali mengunjungi korban banjir Aceh dan Sumatera guna memastikan semua penanganan berjalan baik.
Kedatangan presiden disambut antusias warga dan korban bencana yang tinggal di tempat pengungsian.
#LekasPulihIndonesiaku https://t.co/IRPWyosX0d",Sat Dec 13 01:28:01 +0000 2025
196,1526738394386075648,🅡🅐,Negara hadir sesuai Janji Rumah Zulhas bukan sekadar kata bagi korban banjir Sumatera Zulkifli Hasan menekankan negara wajib bertanggung jawab dari darurat hingga rumah berdiri kembali https://t.co/0twhrKskSj,Sun Dec 14 05:30:00 +0000 2025
197,23343960,Kompas.com,"Siklon Senyar yang menyebabkan bencana banjir bandang di Aceh, Sumatera Barat, dan Sumatera Utara, mematahkan mitos siklon ""selalu"" menjauh dari garis khatulistiwa. Dengan probabilitas di bawah 1 persen, siklon yang terbentuk di dekat khatulistiwa nyatanya memorak-porandakan https://t.co/lUAToeTJjA",Mon Dec 15 15:53:26 +0000 2025
198,1752301333263392769,salam4jari,"Demi harga diri bangsa, baiknya kita semua segera mencari donasi korban banjir Sumatera - Aceh sambil main golf.",Fri Dec 19 08:21:43 +0000 2025
199,304354207,𝐾𝑢𝑦𝑎𝑛𝑔𝑡𝑖𝑠𝑡,"Halo Kuyangerz! 

Disini admin ingin mengucapkan terima kasih sebesar-besarnya kepada kalian yang sudah berpartisipasi dalam donasi korban banjir Sumatera dan sekitarnya, melalui #KuyangtistPeduli https://t.co/VhGroM2pMp",Tue Dec 16 01:58:55 +0000 2025
200,1361229250209087492,FWB et cætera,"1. Pemerintah Indonesia mengumumkan bantuan sara hidup sebanyak RM2.40 (10,000 rupiah) sehari setiap seorang untuk mangsa banjir Sumatera, menurut Detik. 

STATISTIK 20 DIS 2025:
Mangsa Banjir 1.1 juta
Kemusnahan Tempat Tinggal 158,000 
Kematian 1,071 https://t.co/azVKfY7FDC",Sat Dec 20 10:03:52 +0000 2025
201,23343960,Kompas.com,"Ironi Gajah Sumatera: Menolong Saat Bencana, Habitatnya Dirusak Manusia

Baca di https://t.co/VlOl8dsiys https://t.co/C9uczcLQXD",Thu Dec 11 07:20:21 +0000 2025
202,1389342720,Fathan M. Satria,"@kompascom Bencana Sumatera jangan hanya dilihat dari kejadian akhir November kemarin, tapi harus dilihat potensi terjadi hujan/badai kedepannya di musim ini yg bisa membuat banjir kedua dan ketiga

Dari ilmu, dan nilai nilai yg saya miliki final untuk bencana nasional",Mon Dec 15 03:11:53 +0000 2025
203,1968182162731270144,Mentri Urusan Yang Tidak Beres,"@ARSIPAJA Belum kering air mata korban banjir di Sumatera gara-gara hutan gundul, sekarang Bapak mau mindahin PETAKA itu ke Papua?

 Dikira Hutan Papua itu lahan kosong yang bisa seenaknya diganti monokultur?

 Itu paru-paru dunia terakhir kita woy! Itu rumah masyarakat adat! Alasan",Tue Dec 16 14:27:50 +0000 2025
204,1968182162731270144,Mentri Urusan Yang Tidak Beres,"@tempodotco TERBONGKAR! 
Banjir Sumatera itu ULAH KORPORASI! KLH Panggil 8 Raksasa (Toba Pulp, Agincourt, PTPN IV, dll)! Dikira kita bodoh? 
DAS Batang Toru &amp; Anai hancur demi Cuan mereka, Rakyat yg dapet lumpurnya! 
Ini KRIMINAL LINGKUNGAN! 
Jgn cuma denda woy @KejaksaanRI! 
PENJARAIN",Wed Dec 17 06:29:11 +0000 2025
205,949066047243436032,Abraham Samad,"https://t.co/hhpF9mG3Zj

Bencana banjir Sumatera. Marco: Perlu nyali Presiden untuk menetapkan darurat bencana nasional. Saksikan selengkapnya di youtube Abraham Samad SPEAK UP. 

Jangan lupa subscribe,
 comment, like, &amp; share! https://t.co/Er7rMA4TGC",Wed Dec 17 05:31:28 +0000 2025
206,1651228477524172802,Anss,"@masjalah Bagaimana cara rakyat bisa mengganti pejabat gak beretika seperti ini ya? Tidak hentinya ucapan nir empati keluar dari mulutnya. Setelah komen pas banjir Sumatera, sekarang seakan ga peduli dengan rakyat yang kesusahan cari kerja. Yang dipikirkan memang hanya diri dan golongannya",Thu Dec 11 04:49:34 +0000 2025
207,949066047243436032,Abraham Samad,"https://t.co/h85fJcJt4r

Hari Antikorupsi Sedunia. Eks Penyelidik Ungkap Korupsi Penyebab Banjir Sumatera. Saksikan selengkapnya di youtube Abraham Samad SPEAK UP. 

Jangan lupa subscribe, comment, like, &amp; share! https://t.co/OcU1S8G7Xt",Fri Dec 12 09:02:33 +0000 2025
208,1299360593703395329,Unit Gawat Djodoh,"Orang Sumatera kalau kesal karena penanganan banjir ini dan demo di Jakarta, hayuk aja.

Saya turun tim medis.

Kesal donk, jangan sabar terus.",Tue Dec 16 05:04:40 +0000 2025
209,161236190,Kementerian Kesehatan RI,"⚠️Panggilan Relawan!

#Healthies, banjir dan tanah longsor melanda sejumlah wilayah di Sumatera. Kondisi ini membutuhkan gerak cepat dan kepedulian bersama

@KemenkesRI membuka pendaftaran Relawan Kemanusiaan untuk mendukung proses tanggap darurat dan pemulihan di wilayah https://t.co/08njpgDRuU",Tue Dec 16 02:50:27 +0000 2025
210,1362652950112337920,teman,"Sumatera terkena bencana, aceh yang paling parah
Banyak nya korban jiwa, tak terhitung jumlah

Banjir bandang yang aneh bukan hanya air dan tanah longsor, pohon glondongan pun ikut mengalir
Akibat pembalakan liar

Sedih nasib meratapi
Punya pemimpin tapi tak punya hati
Apa masih https://t.co/79wLWTJDVR",Sat Dec 20 10:52:06 +0000 2025
211,1106942991187365889,DKoS,"@Mitasatyani @indepenSumatera Lu ngetik gini mikir ga sih njiiir?? Gue tinggal di Pulau Jawa, ga kena banjir, cuma liat mereka yg di Sumatera aja udah stress banget. Gimana mereka yg ngalaminnya? Rumah mereka ilang, kluarga mrk ilang.

Lu ngetik gini di rumah utuh, kluarga utuh, tempat tidur enak. Mikir ga lu",Sun Dec 14 04:34:07 +0000 2025
212,231349400,bang jono,"Tetep fokus banjir sumatera ya ges, jangan kegocek berita perselingkuhan ya ges",Sun Dec 14 00:51:26 +0000 2025
213,9688522,Aceh 🇮🇩🇹🇷🇵🇸,@KemensosRI 🇮🇩 anggarkan Rp 10000  (sepuluh ribu rupiah) per orang perhari untuk korban bencana banjir Aceh -  Sumatera selama  tiga bulan. Apakah Rp 10000 bukti negara sanggup?,Fri Dec 19 04:35:23 +0000 2025
214,1773641343858024448,𝕬𝖗𝖉𝖎𝖊 𝕾𝖚𝖍𝖆𝖗𝖉𝖎,"HERAN DENGAN PEMERINTAH INDONESIA...

BANTUAN ASING UNTUK KORBAN BANJIR DAN TANAH LONGSOR DI SUMATERA DI TOLAK, SEMENTARA MODAL ASING DITERIMA DENGAN SENANG HATI PADAHAL HARUS MEMBAYAR BUNGA RIBA...‼️

#PresidenOmonMengecewakan
#PresidenOmonMengecewakan
🆘🆗 https://t.co/GiPKVCG2oX",Wed Dec 17 04:03:47 +0000 2025
215,1049610640657006592,Vigo,"Nonton pasca banjir di Sumatera Utara tuh bener-bener rumah mereka setengahnya udah diisi tanah. Bayangin aja gw udah ngeri sendiri, tapi kok pejabat badjingan itu bisa ngomong semua sudah terkendali.",Wed Dec 17 14:29:52 +0000 2025
216,1276794185425670144,August,"Awalnya kita berusaha mengaitkan masalah banjir Sumatera dengan Zulhas sbg menteri kehutanan sebelumnya.

Namun, 1,6 juta hektar lahan tidak menyebabkan banjir karena memang murni untuk tata ruang.

Penggantinyalah yang arogan nebang hutan sesukanya hingga menyebabkan bencana. https://t.co/RNoTDDyEM7",Fri Dec 12 14:51:28 +0000 2025
217,1804409229442453505,ITBFess x Kawalu.id - kirim menfess di itbfess.wtf,"itb! Dicari geodesi baik hati. Jobdesk: pemetaan simulasi banjir. Tidak perlu pergi ke site, mengolah data dari demnas nanti bakal di upload ke web. Project untuk banjir di Sumatera. Paid ya. Tolong komen yang berminat.Thx!",Thu Dec 11 18:47:49 +0000 2025
218,9688522,Aceh 🇮🇩🇹🇷🇵🇸,Banjir Aceh - Sumatera meninggalkan trauma. 10 hari terisolasi dan kelaparan. @UNICEF @SavetheChildren https://t.co/wQiIRCZI3w,Wed Dec 17 18:40:59 +0000 2025
219,1068371293290946561,King Purwa,"Klo gak ada yang ngaku, penyebab banjir dan longsor di Sumatera itu ya kita tunjuk Belanda, kan mrk yg namem sawit pertama di Indonesia dan penebangan hutan besar2an mulai dari sana! :) https://t.co/c4FwTTbZWf",Fri Dec 12 11:38:54 +0000 2025
220,501800437,HRD BACOT,Si cry more itu ngeliat penannganan korban bencana banjir bandang sumatera ini gimana ya?,Thu Dec 18 07:54:19 +0000 2025
221,1158355819512991747,Narasi Newsroom,"Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan (Menko PMK), Pratikno, menyampaikan akses transportasi pada sejumlah wilayah terdampak banjir bandang dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat, kembali terhubung secara bertahap.

Meski begitu, Pratikno https://t.co/2EUueDCEtB",Fri Dec 19 07:16:59 +0000 2025
222,23343960,Kompas.com,"Ketua Umum PDI-P Megawati Soekarnoputri mengimbau masyarakat untuk tidak menyumbangkan sembarang baju bekas kepada korban banjir Sumatera. 

""Menurut saya, jangan kasih baju bekas. Karena, saya pernah lihat, loh, waktu di daerahnya, saya tidak usah kasih tahu di mana daerahnya, https://t.co/mvzwqjgFPm",Fri Dec 19 12:12:00 +0000 2025
223,1371089248170876929,💜Letta💜,"Sejak hari pertama bencana banjir &amp; longsor di Sumatera negara telah hadir...

Pemerintah &amp; masyarakat berjuang keras, saling bahu-membahu...

Skrg bkn saatnya saling menyalahkan tp fokus pemulihan...

Apresiasi setinggi²nya buat semua yg sudah bekerja🙏 https://t.co/x5xOfl5kdB",Fri Dec 19 08:56:49 +0000 2025
224,23343960,Kompas.com,"Ketua Umum (Ketum) PDI-P Megawati Soekarnoputri mewanti-wanti kadernya agar tidak mengorupsi uang sumbangan yang dikumpulkan untuk korban bencana banjir bandang dan tanah longsor di Sumatera.

""Awas lho ibu-ibu, kalau nyumbang-nyumbang Rp 10 (miliar), Rp 5 (miliar) masuk sini https://t.co/qjeqJkDzOY",Thu Dec 18 10:16:10 +0000 2025
225,235931838,Dede Budhyarto,"Banjir bandang &amp; longsor di tiga provinsi di Pulau Sumatera memang dipicu badai 🌀Siklon Tropis Senyar,
namun dampaknya jauh lebih parah karena ulah manusia:
pembalakan liar, ekspansi sawit, dan aktivitas tambang yg mengabaikan daya dukung lingkungan.

Alam memberi peringatan, https://t.co/eTQ6Ign4M4",Tue Dec 16 03:05:32 +0000 2025
226,1334544700917727234,Kimberley,Sehat sehat semua ya para relawan korban banjir bandang Sumatera. Barakallah 😢,Thu Dec 11 02:19:27 +0000 2025
227,46693036,inilahcom,"Seorang anak menggendong ibunya saat menyeberangi jembatan darurat dari sebilah kayu, menyusul putusnya jembatan utama akibat banjir bandang yang melanda wilayah Sumatera. 

Jembatan sementara tersebut dibangun secara swadaya oleh warga sebagai akses darurat untuk beraktivitas https://t.co/JyunBTz3lb",Thu Dec 18 03:42:57 +0000 2025
228,3797534720,𝐂𝐚𝐤 𝐃𝐞𝐞𝐩🚴‍♂️,"Innalillahi
Banjir susulan kembali melanda kawasan Batu Busuak, Kecamatan Pauh, Kota Padang, Sumatera Barat, Minggu (14/12/2025) petang. Luapan Sungai Batang Kuranji akibat hujan berintensitas tinggi sejak siang hari menyebabkan permukiman warga kembali terendam dan memaksa https://t.co/aGNZn9B3z1",Mon Dec 15 01:22:12 +0000 2025
229,1787788662295683072,Nobody,"Pernyataan Mendagri Tito soal bantuan banjir dari Malaysia memicu reaksi keras warganet Negeri Jiran. 
.
.
.
.
Papua celana formal presiden sby Copot audit perusak hutan Bilqis sore Sumatera. https://t.co/Vt5P9bFfM8",Wed Dec 17 15:39:43 +0000 2025
230,1542445660813008896,Arif Wicaksono,Anak Menkeu Spill Biang Kerok Banjir Bandang di Sumatera ✍️ https://t.co/RxNKD2k5Lm,Fri Dec 12 23:55:00 +0000 2025
231,935202295158939648,Trend Asia,"Lebih dari 100 organisasi masyarakat sipil, termasuk ulama, kelompok advokasi hukum dan lingkungan, telah melakukan somasi kepada Presiden @prabowo karena belum menetapkan Status Bencana Nasional padahal dampak banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat",Thu Dec 18 10:40:47 +0000 2025
232,62059706,Panggil aja Purbo,"Orangutan Sumatera punya kecenderungan perilaku lebih banyak aktif di atas pohon dibanding orangutan Kalimantan, karena ada faktor predator di Sumatera. 

Orangutan Tapanuli mungkin perilakunya akan berbeda.

Tp bisa tenggelam kesapu banjir ni  jejangan gada pohon  buat dipanjat",Sat Dec 13 05:44:38 +0000 2025
233,55507370,tvOnenews,"Setelah serangkaian bencana besar di Sumatera, banjir bandang kini melanda Kabupaten Probolinggo, Jawa Timur. (BPBD) mencatat masih ada 30 kepala keluarga (KK) yang terisolasi. 

#HardNews_Viral #NewsOne #CariBeritaditvOne #Banjir #Probolinggo #BencanaAlam #NO3 https://t.co/JlyIab7T0M",Sat Dec 13 03:30:00 +0000 2025
234,1158355819512991747,Narasi Newsroom,"Penanganan banjir dan tanah longsor di Sumatera Utara, Sumatera Barat, dan Aceh, masih terus berjalan, usai bencana terjadi hampir sebulan lalu.

Salah satu tantangannya, kini telah memasuki musim hujan—bahkan banjir susulan terjadi di beberapa wilayah.

Bagaimana situasi di https://t.co/4u4wTRjOol",Sat Dec 20 02:57:05 +0000 2025
235,2650421658,Call Me Ngkong Roses🌹,"I like it pak 👌

Di sindir di sidang kabinet apa nggak pada malu ya? 
Tentunya ada awak media juga.
https://t.co/HPrnhFYZ9Q https://t.co/RYyuzLgnjb",Mon Dec 15 12:22:19 +0000 2025
236,23343960,Kompas.com,"9 Bangku Kosong di SDN 33 Koto Alam, Duka Guru Kehilangan Murid Akibat Banjir

Baca di: https://t.co/mE8L6eSA0A https://t.co/CkgxVfBuHS",Sun Dec 14 09:56:13 +0000 2025
237,1351138416088510467,b3'doel,"Ahmad Ali Ajak Kader PSI Kompak Dukung Pemerintah Atasi Banjir Bandang di Sumatera

Terus apa kata menhut mengenai bencana ini..??🫢 https://t.co/gGZT2OeGn9",Mon Dec 22 00:32:53 +0000 2025
238,23343960,Kompas.com,"Bencana banjir yang terjadi di Sumatera tidak bisa dilihat semata-mata sebagai peristiwa alam.

Jaringan Advokasi Tambang (JATAM) menilai, akar persoalan dari banjir, longsor, kebakaran hutan, hingga krisis ruang hidup di wilayah tersebut justru bersumber dari keputusan politik https://t.co/R8Z04NOnI0",Thu Dec 18 13:01:35 +0000 2025
239,28203374,qori hafiz,"hi, sedikit upaya dari kami untuk korban bencana banjir di Sumatera, i can't do much, but with your support we can do better.
seluruh keuntungan dari penjualan kaos/sticker pack ini akan didonasikan untuk korban bencana banjir di Sumatera.

link pre order: https://t.co/XclBNiAMh2",Thu Dec 11 01:15:44 +0000 2025
240,23343960,Kompas.com,"Presiden RI Prabowo Subianto memerintahkan Panglima TNI Agus Subiyanto, Kapolri Jenderal Listyo Sigit Prabowo, hingga Menteri Kesehatan Budi Gunadi Sadikin untuk memberi penghargaan kepada orang-orang yang berjasa dalam penanganan banjir Sumatera.

Baca di: https://t.co/AP4LeEYMHn",Mon Dec 15 13:45:57 +0000 2025
