tweet_count,user_id,username,text,created_at
77,975389335775199232,Embun Pagi💧💧,"Ingin rasanya percaya, bahwa Satgas PKH Kejaksaan Agung sedang menyelidiki unsur tindak pidana banjir bandang Sumatera dan menghukum penjahatnya. Tapi.....

Silfester, Riza Chalid dan Jurist Tan saja hingga hari ini tidak bisa di tangkap oleh Kejaksaan. https://t.co/AtUe2snYMe",Fri Dec 12 12:16:03 +0000 2025
78,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"Update Data Bencana Banjir Besar &amp; longsor Aceh-Sumatera di 18 kab/kota di Aceh! (per 11 Des 2025)
😢 Korban jiwa: 407 meninggal, 36 masih hilang
🤕 Luka: 3.845 ringan + 479 berat
🏠 786.732 warga mengungsi di 2.181 titik pengungsian

🚨Kerusakan parah:
157.318 rumah rusak
461 https://t.co/uSz1IR5mh1",Thu Dec 11 16:24:52 +0000 2025
79,1282751327588585473,Never,"Beredar video yang bikin geram netizen, Diduga sosok yang ada divideo adalah Kepala BGN Dadan Hindayana

Dadan Hindayana Diduga Main Golf di Tengah Bencana Aceh dan Sumatera
Dan bukannya fokus pada pekerjaan untuk penanggulangan dampak banjir Sumatera

Sumber: https://t.co/IyXJ2hy77f",Thu Dec 18 06:17:56 +0000 2025
80,975389335775199232,Embun Pagi💧💧,"📌W A R N I N G

Presiden Prabowo menghadapi 2 bencana sekaligus. Banjir Bandang Sumatera dan Bencana dari para pembantu dan pejabatnya.

Netizen OTAKnya DI ATAS RATA-RATA, tapi OTAK PEJABAT DI BAWAH RATA-RATA

Dan yang bikin masalah adalah Menteri-menteri loyalis Mulyono! https://t.co/N7P3M8bRqQ",Sat Dec 13 02:41:48 +0000 2025
81,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"Executive PLN turun ke Aceh, infokan ke Walikota Banda Aceh ""InsyaAllah Banda Aceh akan Menyala"" 💡 pastikan listrik pulih 100% di ibukota Aceh. Hampir 21 hari pascabencana Banjir Aceh–Sumatera, Banda Aceh masih gelap. Listrik masih bergilir hidup, Telkom lumpuh, BBM &amp; LPG https://t.co/OSxJ9XDeZh",Wed Dec 17 15:35:24 +0000 2025
82,289712324,Gandjar Bondan,"Banjir Aceh, Sumatera Utara, dan Sumatera Barat adalah bencana. Yang bencana nasional adalah cara penanganannya.

Baru tersadar?",Tue Dec 16 00:04:20 +0000 2025
83,1752301333263392769,salam4jari,"Ini maksudnya BNPB mau bilang, jumlah korban tewas banjir Sumatera itu nggak banyak. Paling sekitar 50an orang. Begitu kira2 logikanya ya. https://t.co/Slw4MAR3vA",Mon Dec 15 02:07:32 +0000 2025
84,1251824880967774208,Miss Tweet |,"Mendukung Satgas PKH berarti mendukung upaya bersama menjaga kedaulatan dan masa depan bangsa 

Banjir dan Longsor Sumatera Masuk Ranah Pidana, Satgas PKH Sebut Banyak Korporasi Terindikasi — [Jaksa Agung Muda Tindak Pidana Khusus Febrie Adriansyah] https://t.co/4jmSsfdU1R",Thu Dec 18 03:14:45 +0000 2025
85,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"Jalan Kaki 👣👣 atau kelaparan. Hampir 3 minggu paska bencana Banjir Aceh - Sumatera. Ratusan ribu warga wilayah tengah Aceh harus berjalan kaki puluhan kilometer ke perbatasan wilayah pesisir dalam hujan 🌦 dan lumpur untuk membeli sembako 🍚, obat obatan 💊 dan BBM ⛽️. Puluhan https://t.co/ls56BnsKQz",Mon Dec 15 08:59:55 +0000 2025
86,1424513138209157121,Muhammad Tuhasan,"Statement Kemenhut soal kayu gelondongan yang terbawa banjir di Sumatera kemaren bukan hasil pembalakan liar, mendapat kritik keras dari warganet..

Parode lelucon dari statement tsb pun ramai bermunculan,salah satunya ini‼️

@prabowo 
@Gerindra 
@kaesangp 

Evaluasi Raja Juli‼️ https://t.co/O2tlOo5ZuG",Mon Dec 15 04:01:44 +0000 2025
87,1189039138835554304,🇲🇨 B. Prasetya 🇲🇨,"Duka kalian adalah duka kami

Adik2 mahasiswa Aceh Sumbar Sumut jangan menahan lapar, kalian harus sehat

Membantu tak harus ke lokasi bencana

Beberapa warung di DIY &amp; Malang mempersilahkan mahasiswa korban banjir Sumatera makan gratis

Kita bersodara

Terima kasih orang baik https://t.co/0ii60ugvOF",Sun Dec 14 01:02:15 +0000 2025
88,1794060249722417152,Rohta Anjulian 🇮🇩 🇵🇸 🌞,"💔😭 Butuh Rp 51 T Pulihkan Sumatera Usai Banjir Bandang, Setengahnya Buat Aceh

Pemerintah akan menambah anggaran bagi 52 kabupaten/kota terdampak bencana di Sumatera di bawah 3 pemerintah provinsi. 

#detikcom https://t.co/8d9KaxtU7E",Mon Dec 15 11:04:17 +0000 2025
89,23343960,Kompas.com,"Wakil Presiden (Wapres) RI Gibran Rakabuming menegaskan, masyarakat Sumatera tidak sendiri dalam menghadapi bencana banjir dan longsor ini. Gibran menegaskan pemerintah akan terus hadir bersama masyarakat.

“Warga Sumatra, Aceh, semuanya, Bapak-Ibu tidak sendiri. Kami di sini https://t.co/ixwEsOMyWx",Wed Dec 17 12:51:10 +0000 2025
90,289712324,Gandjar Bondan,"Presiden bersyukur bisa menangani sendiri bencana banjir Sumatera. Tanpa mengabaikan fakta sebaliknya, nyatanya:
1. Korban mati/hilang belum ditemukan semua.
2. Pengungsi sudah berhari-hari puasa.
3. Di banyak tempat, listrik belum menyala.
4. Dll.

Terus yang disyukuri tuh apa?",Fri Dec 12 01:31:10 +0000 2025
91,41730943,VivaCoid,"Menteri Sosial (Mensos) Saifullah Yusuf alias Gus Ipul mengungkapkan korban banjir bandang dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat akan mendapat uang jaminan untuk hidup sementara sebesar Rp10 ribu per hari.

Hal ini disampaikan usai menghadiri rapat koordinasi https://t.co/X3dKjTmRbQ",Wed Dec 17 19:41:58 +0000 2025
92,23343960,Kompas.com,"Partai Golkar mengumpulkan dana sebesar Rp 3 miliar untuk didonasikan kepada korban banjir di Sumatera.

Baca di sini: https://t.co/XNmpy9CUrG

~TA #Golkar #Sumatera #Donasi https://t.co/237eu3IUNK",Thu Dec 11 06:50:02 +0000 2025
93,224431376,5tePh3N,"Ketika media asing meliput keadaan Sumatera paska banjir,  Aceh Tamiang yg porak poranda tak luput dari liputan 🙄 https://t.co/cY8W1fBjQb",Sat Dec 13 15:46:57 +0000 2025
94,1248538148990152704,HUREM,"Pertanyaannya 
Apakah Aparat Penegak Hukum 
Benar2 berani menyeret para biang kerok Banjir yg menjadi Bencana besar di Sumatera ini ?
Meskipun pesimis 
Gada salahnya kita bersabar 
Menunggu ketegasan Penegak Hukum https://t.co/Kg6HUBTmPF",Tue Dec 16 09:08:38 +0000 2025
95,1282751327588585473,Never,"Menteri bidang koordinator pangan Zulkifli Hasan mengunjungi korban banjir Sumatera

Kali ini tanpa menggendong karung beras seperti waktu lalu 

Bagaimana menurut net https://t.co/b5JgJ4gjEI",Fri Dec 19 03:40:52 +0000 2025
96,141500996,Bank Syariah Indonesia,"Assalamu’alaikum, Sahabat Syariah!

BSI &amp; BSI Maslahat membuka Posko Kesehatan di kota Tamiang, Kualasimpang Aceh untuk melayani para penyintas Banjir Sumatera yang ada di sana.

Berbagai penyakit pasca banjir dikeluhkan para pasien seperti penyakit kulit dan juga penyakit dalam. https://t.co/qmEaPKuM03",Wed Dec 17 03:19:25 +0000 2025
97,1101696077147729920,Nakula,"Usai menembus jalan berlumpur dan menyeberangi sungai dengan mengendarai motor diantar warga sekitar, Alhamdulillah Pak Ganjar akhirnya sampai ke gedung yang ditempati para pengungsi korban banjir Sumatera Utara.
Baik² kalian di sana, sehat dan semoga kelak diberikan rejeki yang https://t.co/zmqIOFR6sQ",Thu Dec 11 09:41:35 +0000 2025
98,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"""Banjir Aceh - Sumatera lebih besar dari Tsunami  2004"" 🌀💧🌊 Tokoh Aceh Tamiang yang pernah merasakan Tsunami 2004 dan Banjir Sumatera 2025 harap @Prabowo membuka masuknya bantuan luar negeri segera. https://t.co/Vl57NjIXJY",Tue Dec 16 12:51:19 +0000 2025
99,1745265761416056832,Sumatera Adil & Federal,"Pesan buat politisi bangsat 

Penyebab utama banjir dan bencana ini adalah, kaliam semua politisi bangsat, pejabat dan penegak hukum yang ada di Sumatera /atau pejabat atau politisi yang berasal dari Sumatera yang saat ini ada di Pusat dan pejabat pusat bangsat kalen itu semua",Tue Dec 16 17:08:15 +0000 2025
100,227241001,#9EFF8D,"Semoga meringankan beban saudara-saudara di Sumatera yang sdg mengalami musibah banjir 🙏🏻

https://t.co/6CbrekYtCZ",Mon Dec 15 15:22:37 +0000 2025
101,1371089248170876929,💜Letta💜,"Dari Rusia Presiden Prabowo dan Seskab Teddy langsung ke Medan dan Aceh utk cek penanganan banjir dan longsor di Sumatera

Lelah sudah pasti tp... Kepentingan masyarakat korban bencana diutamakan oleh Presiden dan seskab Teddy... 

Sehat selalu pak Presiden dan pak Seskab 🙏🌹 https://t.co/VT2CQ2jxhF",Fri Dec 12 09:33:45 +0000 2025
102,57261519,METRO TV,"Sekretaris Kabinet, Teddy Indra Wijaya memberikan klarifikasi tegas terkait tudingan yang menyebut pemerintah lamban dalam menangani bencana banjir dan tanah longsor yang melanda Aceh, Sumatera Utara, dan Sumatera Barat.

Teddy menegaskan bahwa pemerintah pusat telah bergerak https://t.co/qavciSJE2t",Fri Dec 19 06:35:34 +0000 2025
103,1440554842775117826,akun kuat,"@indepenSumatera hati gue agak miris liatnya, dia nangisin orang yg lebih kaya dari dia, lebih sejahtera hidupnya dari dia, tapi dia hak nangisin orang² di sumatera yg kelaparan, rumahnya hilang ditelan lumpur banjir, keluarganya entah ada dimana, mayat bergelimpangan, nangis gak dia?",Sat Dec 20 01:36:17 +0000 2025
104,1374686160748830724,🇮🇩 Yanti 🇮🇩,"Bagusnya pak Prabowo ini ya,  selalu belajar dari kesalahan pemerintah sebelumnya 

Berkaca dari bencana banjir dan longsor yang melanda Aceh dan Sumatera, 
Presiden Prabowo meminta semua kepala daerah di Papua untuk mewujudkan swasembada pangan dan energi. 
Karena Papua https://t.co/keofYj1Gwq",Wed Dec 17 03:50:20 +0000 2025
105,382522068,Rizmaya,"Seskab Teddy mengajak semua pihak untuk lapor ke petugas, ke TNI, Polri, Basarnas, dan BNPB jika menemukan daerah terdampak banjir Sumatera belum mendapatkan bantuan.

Seskab Teddy menegaskan bahwa pemerintah telah bergerak cepat dan bekerja bersama warga sejak awal terjadinya https://t.co/Ng1qantO3K",Sun Dec 21 01:38:23 +0000 2025
106,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"Bantuan Palang Merah dan Pak Yusuf Kalla sampai Aceh @Pak_JK @ICRC. 

🌀 Banjir Aceh akibat Cyclone Senyar adalah bencana banjir–longsor terparah dalam sejarah Aceh dan Sumatera. Gubernur Aceh menyebutnya: “Tsunami Kedua.”

Tragedi ini diperparah oleh pembabatan hutan https://t.co/l3z1lYO3Qc",Mon Dec 15 05:24:41 +0000 2025
107,23343960,Kompas.com,"Penyataan Presiden Prabowo Subianto yang menyebut kalau ""sawit itu pohon"" menjadi pembahasan menyusul bencana banjir dan longsor yang menewaskan lebih dari 900 jiwa di Sumatera baru-baru ini. 

Menurut ahli, ternyata sawit tidak dapat disederhanakan sebatas dia masuk kategori https://t.co/pimblYHHz3",Thu Dec 18 09:56:55 +0000 2025
108,185156524,Hasyim Muhammad,"Bencana alam yang ditetapkan sebagai bencana nasional:
1. Gempa bumi Flores tahun 1992
2. Tsunami Aceh tahun 2004
3. Pandemi Covid-19 tahun 2020

Kenapa banjir besar di 3 Provinsi di Sumatera tidak ditetapkan sebagai bencana nasional?

Karena banjir ini tak sepenuhnya bencana",Thu Dec 18 07:15:55 +0000 2025
109,571750303,zi,"@indepenSumatera Gue orang sumatera, tapi kurang kurangin lah yg begini. Gimanapun ini salah pemerintah krn hutan dibabat, sekarang daerah resapan air berkurang makanya tiap musim hujan banjir. Makanya belajar basic science lah minimal",Mon Mar 17 21:52:34 +0000 2025
110,2650421658,Call Me Ngkong Roses🌹,"Bencana ecology di Sumatera ini akankah ada yang bertanggung jawab secara hukum pak Prabowo?

Di saat terjadi banjir besar, insfratruktur jalan dan jembatan dipastikan rusak, untuk itu akses jalan dan jembatan menjadi prioritas utama perbaikan agar distribusi bantuan dan https://t.co/L4tO05GunO",Sun Dec 14 06:49:31 +0000 2025
111,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"Ketinggian 🌊 air mencapai setinggi tiang listrik di Sahraja, Aceh Timur. Relawan Bencana shock lihat pohon pisang dan ranting hanyut tersangkut di kabel tiang listrik. 

Banjir Aceh 🌀 Cyclone Senyar menjadi bencana banjir–longsor 🌊💥 terparah dalam sejarah Aceh dan Sumatera. https://t.co/pzN2XzwVMU",Sat Dec 13 16:43:21 +0000 2025
112,1383750727575605257,Boediantar4,"Ternyata...
Terra Drone ada kaitannya dengan banjir Sumatera. Semoga paham ya.. https://t.co/JVLAjGESYE",Sat Dec 13 13:05:53 +0000 2025
113,224431376,5tePh3N,"Kesaksian Arman, penyintas banjir Sumatera yg videonya sempat viral saat mengungsi ke hutan https://t.co/z1JpkcE528",Sun Dec 14 10:18:32 +0000 2025
114,1240235484388790272,| 🐣,"Sumatra merdeka aja pls. Baru hari Minggu banjir bandang lagi di Padang, sekarang malah keluar narasi bodoh kek gini. Sakit hati banget sebagai orang Sumatra. Luka kami blm pulih, seribuan orang meninggal, jutaan mengungsi, masih aja sempet mikir profit :) https://t.co/y2yeS44Qyq",Wed Dec 17 12:43:24 +0000 2025
115,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"Arus gelondongan kayu 🪵🪵🪵 menghantam Aceh di tengah banjir dahsyat November 26, 2025. 🌊 Banjir Aceh Sumatera bukan saja Bencana Alam, Juga Bencana Ekologis akibat pembabatan hutan 🌳🌳🌳 https://t.co/w9ZaxJ23mT",Fri Dec 19 16:03:09 +0000 2025
116,980530729,𝕃𝕦𝕤𝕚𝕒,"Yang katanya paling terbelakang, tapi memiliki hati yang paling baik 💝
Terima kasih Papua 🙏

Tolong jaga tanah Papua jangan sampai banjir seperti di Sumatera 😥🥀
@prabowo  @gibran_tweet https://t.co/VIIfsfsdbn",Sat Dec 20 14:35:38 +0000 2025
117,1369533748417495049,taharudddin,"Ketidakmampuan ditutupi dengan berbagai macam pencitraan, BANJIR SUMATERA harusnya membuka mata dan hati rakyat seperti apa seharusnya seseorang yang layak disebut pemimpin, pemimpin sejati tak akan mengorbankan rakyatnya demi ambisi pribadi apalagi membiarkan rakyatnya mati",Thu Dec 11 23:02:39 +0000 2025
118,23343960,Kompas.com,"Seskab Teddy: Penanganan Banjir Sejak Detik Pertama Tanpa Sorot Kamera 

Baca di: https://t.co/TJPXVxCZHa to https://t.co/uZ1L7IM1GG",Fri Dec 19 09:48:36 +0000 2025
119,2889531644,Kementerian Sosial RI,"Update penanganan darurat banjir dan longsor Kemensos untuk wilayah Aceh, Sumatera Utara, dan Sumatera Barat per 17 Desember 2025.

Selengkapnya di grafis berikut. https://t.co/vd0CZTwwHN",Wed Dec 17 13:49:02 +0000 2025
120,9688522,Aceh 🇮🇩🇹🇷🇵🇸,Surutnya air percepat mayat di  temukan di hari ke 22 paska bencana Banjir Aceh Sumatera. Banyak mayat mayat korban banjir dan longsor susah di temukan karena luasnya wilayah bencana di Aceh https://t.co/dhF7LAtURP,Fri Dec 19 08:24:53 +0000 2025
121,116673112,Bayo Suti,"Rezim bebal ini, yang tetap ngotot tidak mau menaikkan status bencana banjir bandang sumatera menjadi bencana nasional,akan menerima balasan setimpal!!",Mon Dec 15 07:29:58 +0000 2025
122,38643467,Anas Urbaningrum,"Keberadaan Indonesia sebagai archipelagic state, hasil dari Deklarasi Djuanda, musti dikelola dengan sungguh-sungguh. Terlalu berorientasi ke darat, terbukti problematik. Salah satunya adalah banjir bandang di Sumatera yang menyedihkan. 

Menyia-nyiakan potensi Negara Kepulauan",Sat Dec 13 10:43:42 +0000 2025
123,289712324,Gandjar Bondan,"Sebagai mantan tentara, Pak Presiden @prabowo pasti tahu berapa lama orang bisa bertahan hidup tanpa makan bahkan minum.

Hari ini adalah hari ke-19 bencana banjir Sumatera. Air bersih tak ada, makanan tak tersedia. Nyawa melayang di depan mata. Masih mikirin ""kekuatan asing?""",Thu Dec 18 00:22:22 +0000 2025
124,1374686160748830724,🇮🇩 Yanti 🇮🇩,"Para pejabat ini harus tahu, 
Kerusakan di hutan lindung berpotensi memicu efek berantai, seperti berkurangnya daya serap air, meningkatnya erosi, hingga ancaman banjir bandang dan longsor seperti di Aceh dan Sumatera.
Kalau hulunya rusak, dampaknya pasti ke bawah
Ini tinggal https://t.co/UNWmM0X5kc",Sat Dec 13 10:22:28 +0000 2025
125,1289954556411969537,TheNdons ☘️,"Bagi Presiden Prabowo. Tanpa jeda, tanpa keluhan, beliau langsung mengarahkan pesawat kepresidenan ke Medan, Sumatera Utara. Bukan untuk liburan atau acara seremonial, melainkan untuk memastikan kehadiran negara di tengah musibah yang menimpa rakyat. Banjir bandang atau bencana https://t.co/LBuD9oTaGR",Fri Dec 12 05:59:35 +0000 2025
126,1174287141909590017,SERUAN H7,"Belum usai penanganan bencana di Sumatera, Papua kini dilanda banjir yang menyeret kayu-kayu gelondongan.

Seolah alam sedang menunjukkan amarahnya atas keserakahan manusia selama ini. https://t.co/P4KrhUDZoG",Fri Dec 19 09:12:44 +0000 2025
127,1692738108,Forest Watch Indonesia,"Banjir di Sumatera belum pulih, tapi wacana swasembada energi kembali muncul…

sawit kini diarahkan ke Papua.

#bongkarfakta #deforestasisawit https://t.co/zuuJoGcdkN",Wed Dec 17 15:37:10 +0000 2025
128,1729354223614304256,MasBRO 🦉🫶,"""Wak, aku kemarin tenggelam wak...""

Momen antusias anak-anak korban banjir Sumatera sambut relawan yang datang membawa bantuan. 

Terima kasih #OrangBaik https://t.co/mN8vi1SYEQ",Wed Dec 17 15:41:22 +0000 2025
129,1282751327588585473,Never,Korban banjir di lembah anai sumatera barat 🥲🥲 https://t.co/RqeEEmV1HI,Tue Dec 16 23:49:14 +0000 2025
130,1562085488219267072,👨‍🚀 𝙎𝙖𝙥𝙥𝙝𝙚𝙞𝙧𝙤𝙨𝙏𝙚𝙖𝙢,"✨️ Jars Peduli Banjir Sumatera ✨️

Sebanyak 571.201 jiwa di Aceh saat ini mengungsi akibat banjir dan tanah longsor (Data BNPB Rabu, 17 Desember 2025). Mereka kehilangan keluarga, rumah, harta benda bahkan alat ibadah. Karena itu kami mengajak Jars Indonesia untuk patungan https://t.co/nJRGXF9xGv",Thu Dec 18 10:52:53 +0000 2025
131,1807728429749633024,Airdrop by Tokenomy,"Bantuan dari Binance Charity untuk yang terdampak banjir dan longsor di Sumatera.

Karena hal tersebut muncul oknum-oknum yang berusaha membeli akun-akun Binance domisili Sumatera dengan harga murah.

Jika punya silahkan claim sendiri nanti, kalau ada kesulitan claim dan ingin https://t.co/Gd7eRzWNY3",Thu Dec 18 07:06:34 +0000 2025
132,1040306964100669440,𝕸𝖔𝖓𝖎𝖈𝖆 ᴼᶠᶠⁱᶜⁱᵃˡ,"APA BUTUH VIRAL SEPERTI TUMBLER BARU MASUK POSTINGAN ANDA PAK MENTERI???
Sudah masuk hari ke-5 untuk Sumatra. Dan ini adalah hari ke-3 kami kehilangan kontak dengan keluarga-karena listrik padam total dan sinyal hilang.
Tadi malam sampai hari ini, akses ke kampung kami terisolasi https://t.co/4aMEe9jfpr",Sat Nov 29 00:57:47 +0000 2025
133,9688522,Aceh 🇮🇩🇹🇷🇵🇸,@ommi_siregar Mau lihat perubahan?. Lihat saja bagaimana pemerintah membagun kembali Aceh dari Bencana Banjir  terbesar di Sumatera. Apakah MAMPU membangun lebih baik? Bandingkan dgn recovery setelah Tsunami 2004. https://t.co/Lb4oAjVbZN,Sun Dec 21 15:11:44 +0000 2025
134,1344460749964414976,🌸 CUT PUTROE 🌸,"Banjir bandang yang menerjang Sumatra ,di balik itu begitu banyak kayu yang hanyut di bawa arus air artikan aja sensdiri😞 https://t.co/wx7NUbPKpH",Thu Nov 27 06:48:50 +0000 2025
135,73309923,Muhammadiyah,"Muhammadiyah Terima Amanah Salurkan Bantuan Kemanusiaan UEA bagi Korban Banjir

Gubernur Sumatera Utara Bobby Nasution memastikan bantuan kemanusiaan berupa beras sebanyak 30 ton dari Uni Emirat Arab (UEA) tetap disalurkan kepada para korban banjir.

Bantuan tersebut dipastikan",Fri Dec 19 23:30:00 +0000 2025
136,499262326,Kamal Reza,Belum kering bekas banjir di Sumatera.. https://t.co/iW0oXsCVnL,Tue Dec 16 13:31:32 +0000 2025
137,1112540525771386880,Cak Khum,Kebakaran Gedung Terra Drone ada Hubungannya Dengan Banjir di Sumatera https://t.co/J8D2S1rUfw,Thu Dec 11 22:48:31 +0000 2025
138,158162219,AgusWidodo,"Beginilah keadaan yang dikatakan aman terkendali di kawasan banjir Sumatera oleh Bpk Presiden.

Seorang ibu berjalan kaki selepas lahiran, kemudian Menggunakan transportasi seadanya. https://t.co/k5Xm9ECHVE",Sat Dec 20 09:59:07 +0000 2025
139,1540532249124253696,Polda Sumatera Utara,Polda Sumut dan Bhayangkari Merayakan Natal Bersama Warga Terdampak Banjir dan Longsor di Kabupaten Tapanuli Selatan. https://t.co/3D4fcgqwTB,Sat Dec 20 15:54:04 +0000 2025
140,1027203563615793152,🇮🇩 YUNANKINGSTAR1 🇮🇩,"Banjir Sumatera, Korupsi, dan Darurat Kemanusiaan https://t.co/JzEMz8T9nO",Mon Dec 22 04:32:17 +0000 2025
141,2650917685,dhanesa 🔥,"bnpb akan terus berkoordinasi dengan pemerintah daerah untuk menangani dampak bencana banjir longsor di sumatera , yuk ikuti Update BNPB Hari Ini , di sosmed bnpb untuk mengetahui info terupdate nya setiap jam 17.00wib https://t.co/1gtLWTD6qw",Thu Dec 18 10:23:06 +0000 2025
142,1735243382023393280,Blackshark7890,"Kebakaran Gedung Terra Drone ada Hubungannya dengan Banjir Sumatera?

Bertahun-tahun sebelum insiden maut itu, Terra Drone Indonesia melalui unit Terra Agri aktif memetakan ribuan hektare kebun sawit di berbagai provinsi Sumatera. https://t.co/DTyRO4C7Io",Fri Dec 12 00:16:27 +0000 2025
143,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"Tidak boleh ada sensor, pembatasan, atau intimidasi terhadap wartawan maupun organisasi media nasional dan internasional dalam meliput Bencana Banjir Aceh–Sumatera. Kebebasan pers adalah hak publik dan bagian dari tanggung jawab kemanusiaan untuk memastikan kebenaran, https://t.co/Azz1JljzBP",Fri Dec 19 07:29:37 +0000 2025
144,1207946570630488066,ntang,"@IndoPopBase Padahal, mumpung momen libur sekolah, anggaran itu bisa dipakai buat membangun kembali kabupaten terdampak bencana banjir di sumatera.

Berapa sih per hari anggarannya? Di kali libur 2-3 minggu kan lumayan.",Sat Dec 20 09:16:47 +0000 2025
145,1296312516901916672,Demokrasi Rasa Nepotisme,"Semoga kisah ini bisa menjadi kekuatan pemerintah pusat dan daerah sekuat tenaga membantu korban banjir di Aceh dan Sumatera....
😭😭💪💪💪🤲🤲🤲 https://t.co/bdNMLBj4I8",Mon Dec 22 02:48:32 +0000 2025
146,1299360593703395329,Unit Gawat Djodoh,"Diunfoll bahkan diblok kenalan di sosmed lama² ga aneh lagi.

Sampe ada yg jelaskan bahwa sebel karena saya kelihatan benci sama penguasa idolanya. Kejadian sebelum bencana banjir.

Sekarang kalau mereka orang Sumatera, sesudah bencana dahsyat, masih ngefans dg penguasa ini?",Tue Dec 16 13:21:43 +0000 2025
147,1322361095407902721,ℕ𝕛𝕚𝕞𝕒𝕜 🇲🇨,""" CERITA DI SELA DUKA PASCA BENCANA 
   SUMATERA ""

mas @ganjarpranowo  Terlihat Larut Dalam KESEDIHAN  Ketika  Mendengar Penuturan  Warga Setempat 

“Dulunya Disitu RUMAH Pemukiman Warga”
Sebelum Diterjang BANJIR BANDANG.

#PrayForAndalas
🤲 https://t.co/V9c3xsGJm5",Thu Dec 11 02:43:38 +0000 2025
148,1101696077147729920,Nakula,"Respon ide gila Bahlil yang ingin membentuk koalisi permanen di tengah² bencana banjir yang menimpa warga Aceh dan Sumatera Utara, Ganjar Pranowo ajak semua partai bangun koalisi hadapi bencana guna mengawal pembangunan kembali Aceh dan Sumatera Utara. https://t.co/gGDaXFzbQT",Fri Dec 12 09:15:44 +0000 2025
149,1316071146,FaktaBola,"Maarten Paes &amp; Dean James beri bantuan untuk korban bencana banjir di Pulau Sumatera 🙏♥

📸 SMeCK Hooligan https://t.co/P6UhBvKKrs",Sun Dec 14 13:14:00 +0000 2025
150,1101696077147729920,Nakula,"Seskab Teddy menjelaskan bagaimana pemerintah bekerja menangani bencana banjir di Aceh dan Sumatera.
Seskab meminta semua pihak bergotong royong membantu korban, bisa melalui donasi yang digelar relawan, bisa terjun ke lokasi atau bisa lewat doa² yang baik, serta bisa dengan cara https://t.co/OFIcUlAaf9",Sun Dec 21 03:17:52 +0000 2025
151,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"Di hari ke 16 Bencana Banjir dan Longsor ratusan ribu masih terisolir di Aceh wilayah Tengah 📍🌀 

Banjir Aceh 🌀 Cyclone Senyar menjadi bencana banjir–longsor 🌊💥 terparah dalam sejarah Aceh dan Sumatera. Gubernur Aceh, menyebut tragedi ini sebagai “Tsunami Kedua.”

Bencana https://t.co/5m35wxmbzd",Sat Dec 13 04:42:37 +0000 2025
152,1846542536602697728,Mahadewa ND,"@ARSIPAJA Kalimatnya Mr Prabowo ..
Di Daerah Papua HARUS ditanami sawit juga...dst ..

Kenapa harus sawit Bapak Presiden??
Apa karena rekam bisnis mu atau bisnis keluarga mu😀?
Apa tak cukup banjir bandang Sumatera??

China energinya berkembang pesat dg teknologi panel suraya ..

Sawit ; https://t.co/raAibuFGXj",Tue Dec 16 14:15:33 +0000 2025
153,84221579,narkosun,"Prabowo meninjau korban banjir di Kayu Pasak, Palembayan, Agam, Sumatera Barat. 

Klo presiden hadir biasanya gerakan pejabat di bawahnya lebih cepat. Itu salah satu kehadiran Prabowo di lokasi2 bencana. 

Instruksikan ke pejabat untuk distribusi logistik lebih cepat dan https://t.co/EizXgvHLow",Thu Dec 18 09:43:53 +0000 2025
154,74646907,UniversitasIndonesia,"Universitas Indonesia secara resmi melepas Tim Tanggap Darurat Bencana UI Peduli untuk terjun langsung menangani dampak banjir yang melanda wilayah Aceh, Sumatera Utara, dan Sumatera Barat. Pelepasan yang berlangsung di Balai Kirti, Kampus UI Depok pagi ini merupakan tindak https://t.co/No7azJaPbJ",Fri Dec 12 05:35:15 +0000 2025
155,154435354,Chusnul ch💞timah,"Sindiran ini bkn hny menampar wajah para pejabat skrng tp juga Jokowi yg suka foto2 dilokasi bencana.
Terimakasih pak, sdh menghentikan budaya menjadikan bencana sbg pencitraan.🙏

Prabowo Sindir Pejabat yang Foto-foto di Banjir Aceh Sumatera: Jangan Wisata Bencana. https://t.co/jPZMkMjpWT",Mon Dec 15 12:10:12 +0000 2025
156,1159475566069731331,𝔹𝕚𝕃𝕃 ℝ𝕒𝕐,"Terima kasih Yayasan Buddha Tzu Chi. 🙏

Peletakan Batu Pertama 2.500 Hunian Tetap oleh Tzu Chi untuk penyintas bencana banjir di Sumatera.

Minggu, 21 Desember 2025 https://t.co/z4ioyIf616",Sun Dec 21 07:18:20 +0000 2025
157,1376889078642139142,vengie,"oh iya sip deh sipaling IUP mentang"" bukan WNI bisa nge-joke soal bencana banjir di sumatera like it's nothing kan???

dude pick a struggle please, udah rasis, seksis, misoginis, matil, beban, sekarang tambah tone deaf?? hebattt balik aja sono ke negara lu https://t.co/xKZWu7UbQk",Sun Dec 14 10:17:50 +0000 2025
