text
"['korban', 'tinggal', 'dunia', 'akibat', 'longsor', 'aceh', 'utara', 'barat', 'tambah', 'data', 'akses', 'laman', 'resmi', 'badan', 'nasional', 'tanggulang', 'bnpb', 'sabtu', 'wib', 'korban', 'tinggal', 'jiwa']"
"['november', 'aceh', 'landa', 'dahsyat', 'gelondong', 'kayu', 'hasil', 'illegal', 'logging', 'bawa', 'arus', 'misil', 'hancur', 'jalur', 'acehsumatera', 'alam', 'ekologis', 'akibat', 'babat', 'hutan']"
"['badan', 'nasional', 'tanggulang', 'bnpb', 'rilis', 'data', 'baru', 'korban', 'longsor', 'aceh', 'utara', 'barat', 'korban', 'tinggal', 'capai', 'orang', 'senin', 'wib', 'kepala', 'pusat', 'data', 'informasi', 'komunikasi']"
"['wartawan', 'asing', 'aceh', 'bukti', 'ribu', 'bayi', 'ungsi', 'daerah', 'isolasi', 'makan', 'nutrisi', 'layak', 'paska', 'aceh']"
"['hukum', 'penjara', 'usaha', 'jabat', 'sebab', 'bandang', 'akibat', 'orang', 'tinggal', 'puluh', 'ribu', 'jiwa', 'sengsara', 'akibat', 'tsb', 'layak', 'perintah', 'binatang', 'bangsat']"
"['pascabencana', 'acehsumatera', 'ratus', 'warga', 'jatuh', 'sakit', 'akibat', 'sanitasi', 'buruk', 'tidur', 'alam', 'buka', 'wilayah', 'bantu', 'medis', 'makan', 'lambat', 'sporadis', 'koordinasi', 'komando', 'aceh']"
"['korban', 'tinggal', 'dunia', 'akibat', 'longsor', 'aceh', 'barat', 'utara', 'tambah', 'total', 'korban', 'tinggal', 'jiwa', 'dasar', 'data', 'baru', 'bnpb', 'jumat', 'wib', 'korban', 'tinggal', 'dunia']"
"['sby', 'ambil', 'sikap', 'tsunami', 'aceh', 'jayapura', 'lgsg', 'aceh', 'berharihari', 'problem', 'solving', 'prabowo', 'ambil', 'sikap', 'bandang', 'aceh', 'hari', 'klaim', 'tangan', 'russia']"
[]
"['tan', 'lepas', 'truk', 'bantu', 'tan', 'peduli', 'masyarakat', 'dampak', 'aceh', 'utara', 'barat', 'bantu', 'nila', 'rp', 'miliar', 'isi', 'pangan', 'konsumsi', 'butuh', 'sandang', 'hasil', 'gotong', 'royong', 'jajar', 'tan', 'mitra']"
"['info', 'anakanak', 'gaza', 'anakanak', 'sintas', 'bandang']"
"['bandang', 'longsor', 'aceh', 'timur', 'harimau', 'turun', 'liar', 'mukim', 'warga', 'desa', 'judo', 'wilayah', 'peristiwa', 'jenis', 'kait', 'perilaku', 'hewan']"
"['usaha', 'sebab', 'bandang', 'sita', 'aset', 'miskin', 'laku', 'ganti', 'rugi', 'akibat']"
"['biang', 'kerok', 'tanah', 'longsor', 'hantam', 'provinsi', 'pulau', 'longsor', 'hanyut', 'gelondong', 'kayu', 'hilir', 'bukti', 'biang', 'kerok', 'gundul', 'hutan', 'nama', 'tuding', 'tanggung', 'gundul', 'hutan']"
"['bandang', 'terjang', 'sumatra', 'thn', 'mereka', 'tdk', 'duli', 'uang', 'uang', 'uang', 'kasi', 'makan', 'anak', 'bini', 'sekolah', 'ln', 'beli', 'tas', 'barandmakan', 'rasto', 'mahal', 'dg', 'korban', 'rakyat', 'tdk', 'dosa', 'anjing', 'anjing', 'anjing', 'ajing', 'suak', 'hutan']"
"['emas', 'justin', 'barki', 'pilih', 'sumbang', 'bonus', 'sea', 'games', 'bantu', 'korban', 'utara']"
"['reporter', 'cnn', 'lapor', 'baik', 'korban']"
"['bang', 'ferry', 'irwandi', 'lapang', 'satu', 'bahu', 'bahu', 'tolong', 'korban']"
"['sekretaris', 'kabinet', 'seskab', 'letkol', 'teddy', 'indra', 'wijaya', 'tanggap', 'aspirasi', 'longsor', 'provinsi', 'status', 'darurat', 'nasional', 'pihakpihak', 'bahas', 'status', 'nasional', 'tanggal']"
"['respons', 'humanies', 'project', 'longsor', 'humanies', 'project', 'terus', 'bantu', 'temanteman', 'langsung', 'bantu', 'giat', 'terima', 'kasih', 'temanteman', 'percaya', 'titip', 'donasi']"
"['marah', 'bandingin', 'resepsi', 'crazy', 'rich', 'charity', 'oke', 'another', 'timpang', 'ada', 'dugem', 'rame', 'cek', 'tiktok', 'dwp', 'bal', 'rame', 'tengah', 'gt', 'ratus', 'party', 'gk', 'crazy', 'rich', 'sementara', 'charity', 'target', 'kumpul']"
"['bandang', 'aceh', 'allah', 'swt', 'dunia', 'hutan', 'hutan', 'jarah', 'salah', 'penting', 'pribadi', 'gelintir', 'orang', 'ban', 'gundul', 'hutan', 'buka', 'ngeles']"
"['moga', 'bantu', 'hewan', 'kena', 'dampak']"
"['paska', 'longsor', 'aceh', 'desa', 'isolir', 'aceh', 'desa', 'bener', 'riah', 'gayo', 'lues', 'aceh', 'tenggara']"
"['bandang', 'landa', 'sumatra', 'utara', 'selasa', 'tujuh', 'kabupatenkota', 'dampak', 'bpbd', 'selasa', 'siang', 'orang', 'lapor', 'tinggal', 'dunia']"
"['gambar', 'peta', 'rilis', 'bnpb', 'daerah', 'dampak', 'longsor', 'yujiem']"
"['aceh', 'tamiang', 'gambar', 'medan', 'juang', 'rawan', 'salur', 'bantu', 'pulih', 'wilayah', 'dampak', 'aceh', 'sumut', 'moga', 'pulih']"
"['bohong', 'katak', 'pikul', 'kerbau', 'korban', 'aceh', 'tamiang', 'tuding', 'jabat', 'jabat', 'bohong', 'kecewa', 'berat', 'perintah', 'minggu', 'paska', 'aceh', 'bantu']"
"['musibah', 'ustadz', 'dasad', 'latif', 'doa', 'saudarasaudari']"
"['pm', 'malaysia', 'prihatin', 'kondisi', 'aceh', 'paska', 'pesan', 'pm', 'malaysia', 'mualem', 'bantu', 'negara', 'organisasi', 'internasional', 'bantu', 'aceh', 'tunggu', 'jakarta', 'lampu', 'hijau', 'aceh']"
"['tolak', 'bantu', 'negeri', 'tanda', 'daulat', 'pindah', 'beban', 'krisis', 'rakyat', 'november', 'bandang', 'longsor', 'landa', 'aceh', 'utara', 'barat', 'tewas', 'ratus', 'orang', 'rusak', 'ribu', 'rumah']"
"['bandang', 'longsor', 'landa', 'aceh', 'utara', 'barat', 'ribu', 'warga', 'hilang', 'rumah', 'harta', 'benda', 'orang', 'cinta', 'situasi', 'sulit', 'polri', 'hadir', 'salur', 'bantu', 'manusia', 'terjun', 'personel', 'lokasi', 'dampak', 'bantu']"
"['hutan', 'lenyap', 'data', 'kompas', 'aceh', 'sumut', 'sumbar', 'hilang', 'juta', 'ha', 'hutanratarata', 'hatahun', 'hahari', 'sebab', 'utama', 'alih', 'fungsi', 'lahan', 'ekspansi', 'sawit', 'lemah', 'tega', 'hukum', 'akibat', 'nyata', 'bandang', 'longsor', 'habitat']"
"['sekretaris', 'kabinet', 'seskab', 'teddy', 'indra', 'wijaya', 'sorot', 'pihakpihak', 'bandang', 'longsor', 'aceh', 'utara', 'barat', 'terap', 'status', 'nasional', 'perintah', 'pusat', 'turut', 'tangan']"
"['demo', 'warga', 'aceh', 'tuntut', 'perintah', 'pusat', 'tetap', 'acehsumatera', 'nasional', 'dampak', 'luas', 'lampau', 'kapasitas', 'daerah', 'rusak', 'ribu', 'rumah', 'picu', 'ungsi', 'massal', 'lumpuh', 'infrastruktur', 'vital', 'lambat', 'bantu']"
"['kepala', 'bgn', 'benar', 'main', 'golf', 'galang', 'dana', 'sumatra', 'silah', 'komentar', 'kepala', 'bgn', 'peduli', 'korban']"
"['muhammadiyah', 'tempuh', 'jalur', 'hukum', 'negara', 'tetap', 'nasional']"
"['kesan', 'musnah', 'sumatra', 'takat', 'orang', 'bunuh', 'cedera', 'hilang', 'utara', 'barat', 'acheh', 'gabenor', 'acheh', 'muzakir', 'manaf', 'bantu', 'pbb', 'bantu', 'manusia']"
"['nih', 'mulut', 'bilang', 'seram', 'medsos']"
"['kali', 'hujan', 'turun', 'pikir', 'gelisa', 'ngak']"
"['pola', 'bakar', 'lihat', 'postingan', 'musibah', 'bawa', 'nang', 'sedih', 'tinggal', 'nasib', 'beda', 'saudara', 'dampak', 'galodo']"
"['nyawa', 'hilang', 'orang', 'lenyap', 'korban', 'perang', 'korban', 'korban', 'putus', 'negara', 'gagal', 'lindung', 'rakyat', 'tenggelam', 'status', 'nasional', 'kunjung', 'tetap', 'layan', 'rakyat']"
"['menteri', 'negeri', 'mendagri', 'tito', 'karnavian', 'bantu', 'beras', 'ton', 'nongovernment', 'organization', 'milik', 'uni', 'emirat', 'arab', 'uea', 'korban', 'medan', 'utara', 'kembali', 'tito', 'sepakat', 'masyarakat', 'ton', 'beras']"
"['al', 'jazeera', 'tayang', 'before', 'after']"
"['akibat', 'biasa', 'masyarakat', 'minum', 'kopi', 'makan', 'goreng', 'asa', 'ni', 'orang', 'blunder', 'mulu', 'ngomong', 'yak']"
"['anak', 'menkeu', 'purbaya', 'spill', 'biang', 'kerok', 'bandang']"
"['gengsi', 'pimpin', 'npd', 'korban', 'aceh', 'lantar', 'lapar', 'jajar', 'sindang', 'kabupaten', 'majalengka', 'jabar', 'mbg', 'sekolah', 'rakyat']"
"['paska', 'aceh', 'nyata', 'mualem', 'nyata', 'tinggal', 'mualem', 'khawatir', 'masyarakat', 'tinggal', 'karenan', 'sakit', 'lapar', 'ungsi', 'bantu', 'masyarakat', 'imbas']"
"['siapsiap', 'nang', 'darah', 'deh', 'balak', 'liar', 'tambang', 'ilegal', 'perintah', 'presiden', 'prabowo', 'benarbenar', 'tanggap', 'serius', 'ulang']"
"['wkwkwk', 'si', 'sapri', 'selingkuh', 'diselingkuhin', 'selingkuh', 'tu', 'emg', 'sakit', 'ges', 'wkwkwk', 'jule', 'bener', 'taun', 'obral', 'banget', 'tp', 'ttp', 'kawal', 'seling']"
"['rasa', 'berat', 'beban', 'derita', 'rakyat', 'sejahtera', 'selamat', 'rakyat', 'rakyat', 'damai', 'pimpin', 'presiden', 'unjung', 'ungsi', 'korban', 'cepat', 'pilih', 'hebat']"
"['bandang', 'longsor', 'landa', 'aceh', 'utara', 'barat', 'ribu', 'warga', 'hilang', 'rumah', 'harta', 'benda', 'orang', 'cinta', 'situasi', 'sulit', 'polri', 'hadir', 'salur', 'bantu', 'manusia', 'terjun', 'personel', 'lokasi', 'dampak', 'bantu']"
"['masyarakat', 'juang', 'tahan', 'hidup', 'pasca', 'bandang', 'statistik', 'bnpb', 'ubah', 'jam', 'hitung', 'korban', 'presiden', 'prabowo', 'ingin', 'ekspansi', 'papua', 'buka', 'lahan', 'sawit']"
"['lumpur', 'campur', 'duga', 'bijih', 'emas', 'pasca', 'bandang', 'aceh', 'daerah', 'kaya', 'sumber', 'daya', 'alam', 'salahsatunya', 'emas']"
"['moga', 'bos', 'usaha', 'jarah', 'hutan', 'akibat', 'aceh', 'tangkap', 'cc']"
"['dukung', 'muhammadiyah', 'tetap', 'nasional']"
"['anggota', 'komisi', 'iv', 'dpr', 'ri', 'fpks', 'riyono', 'caping', 'dpr', 'serius', 'usut', 'tuntas', 'sebab', 'bandang', 'longsor', 'landa', 'aceh', 'utara', 'barat', 'komisi', 'iv', 'resmi', 'bentuk', 'panja', 'alih', 'fungsi', 'lahan', 'telusur', 'duga', 'kuat']"
"['tenggelam', 'ribu', 'rumah', 'ri', 'ragu', 'kasih', 'status', 'nasional', 'nama', 'hatihati', 'hitunghitungan', 'politis', 'air', 'keruh', 'sungai', 'pikir', 'ambil', 'bijak', 'warga']"
"['pakar', 'bantu', 'asing', 'pulih', 'prediksi']"
"['sebentar', 'medsos', 'sunyi', 'bincang', 'sumatra', 'perintah', 'pusat', 'tepuk', 'dada', 'berhadil', 'tanggulang', 'sekolah', 'rysak', 'rusak', 'jembatan', 'putus', 'putus', 'jalan', 'amblas', 'amblas', 'rumah', 'amblas', 'cerai', 'berai', 'dasar', 'sungai']"
"['bandang', 'longsor', 'landa', 'aceh', 'utara', 'barat', 'ribu', 'warga', 'hilang', 'rumah', 'harta', 'benda', 'orang', 'cinta', 'situasi', 'sulit', 'polri', 'hadir', 'salur', 'bantu', 'manusia', 'terjun', 'personel', 'lokasi', 'dampak', 'bantu']"
"['tamir', 'masjid', 'mari', 'donasi', 'hasil', 'kotak', 'amal', 'jumat', 'besok', 'korban', 'musibah', 'aceh', 'barat', 'utara', 'mudah', 'an', 'ringan', 'sulit', 'bismillah']"
"['afp', 'mati', 'tsunami', 'perintah', 'bantu', 'internasional', 'saran', 'langkah', 'baca', 'am']"
"['tanggap', 'nyata', 'baru', 'sekretaris', 'kabinet', 'seskab', 'saudara', 'teddy', 'indra', 'wijaya', 'tangan', 'longsor', 'sumatra', 'aceh', 'utara', 'barat', 'tekan', 'tangan', 'skala', 'nasional', 'status']"
"['instruksi', 'prabowo', 'perintah', 'pusat', 'jakarta', 'sanggup', 'atas', 'longsor', 'aceh', 'bantu', 'negeri', 'gubernur', 'aceh', 'mualem', 'tri', 'sanggup', 'sanggup', 'aceh', 'cyclone', 'senyar', 'banjirlongsor', 'parah', 'sejarah']"
"['tri', 'rismaharini', 'perintah', 'tebang', 'pilih', 'seleksi', 'bantu', 'korban', 'aceh', 'barat', 'utara', 'risma', 'dorong', 'bantu', 'terima', 'bantu', 'pilih']"
"['komisi', 'nasional', 'hak', 'asasi', 'manusia', 'komnas', 'ham', 'sekretariat', 'aceh', 'bandang', 'longsor', 'aceh', 'utara', 'barat', 'penuh', 'indikator', 'tetap', 'nasional', 'kutip', 'kepala', 'sekretariat', 'komnas', 'ham', 'aceh', 'sepriady', 'utama']"
"['ketua', 'pimpin', 'pusat', 'muhammadiyah', 'haedar', 'nashir', 'terima', 'amanah', 'kait', 'bantu', 'ton', 'beras', 'uni', 'emirat', 'arab', 'uea', 'korban', 'kota', 'medan', 'utara', 'bantu', 'kembali', 'serah', 'muhammadiyah']"
"['apa', 'an', 'baris', 'sakit', 'hati', 'eh', 'fitnah', 'presiden', 'ri', 'jenderal', 'tni', 'ad', 'kopassus', 'purn', 'prabowo', 'subianto', 'cinta', 'rakyat', 'libat', 'rusa', 'hutan', 'akibat', 'alam', 'salah', 'fitnah', 'presiden', 'ri', 'negarawan']"
"['atlet', 'tenis', 'justin', 'barki', 'sumbang', 'bonus', 'sea', 'games', 'korban', 'kasih', 'tau']"
"['mualem', 'pantau', 'langsung', 'kondisi', 'lapang', 'aceh', 'tamiang', 'kali', 'mantan', 'bos', 'brr', 'gila', 'tsunami', 'butuh', 'pimpin', 'besi', 'aceh', 'cyclone', 'senyar', 'banjirlongsor', 'parah', 'sejarah']"
"['terima', 'kasih', 'kirim', 'bantu', 'korban', 'aceh', 'terima', 'kasih', 'dpw', 'psl', 'banten', 'kumpul', 'donasi', 'nila', 'juta', 'korban', 'aceh']"
"['ucap', 'jabat', 'ngeselin', 'surprise', 'kampanye']"
"['alhamdulillah', 'menteri', 'didik', 'bantu', 'guru', 'korban', 'aceh', 'nila', 'juta', 'bantu', 'beda', 'bantu', 'perintah', 'bantu', 'rusa', 'rumah', 'bantu', 'korban', 'tinggal', 'bantu']"
"['suporter', 'panitia', 'turnamen', 'soekarno', 'cup', 'serah', 'donasi', 'korban', 'saudara', 'ketua', 'bidang', 'ekonomi', 'kreatif', 'ekonomi', 'digital', 'dpp', 'prananda', 'prabowo']"
"['menko', 'ahy', 'tinjau', 'lokasi', 'bancana', 'bandang', 'barat']"
"['percaya', 'satgas', 'pkh', 'jaksa', 'agung', 'selidik', 'unsur', 'tindak', 'pidana', 'bandang', 'hukum', 'jahat', 'silfester', 'riza', 'chalid', 'jurist', 'tan', 'tangkap', 'jaksa']"
"['update', 'data', 'longsor', 'acehsumatera', 'kabkota', 'aceh', 'desember', 'korban', 'jiwa', 'tinggal', 'hilang', 'luka', 'ringan', 'berat', 'warga', 'ungsi', 'titik', 'ungsi', 'rusa', 'parah', 'rumah', 'rusak']"
"['edar', 'video', 'bikin', 'geram', 'netizen', 'duga', 'sosok', 'video', 'kepala', 'bgn', 'dad', 'hindayana', 'dad', 'hindayana', 'duga', 'main', 'golf', 'aceh', 'fokus', 'kerja', 'tanggulang', 'dampak', 'sumber']"
"['presiden', 'prabowo', 'hadap', 'bandang', 'bantu', 'jabat', 'netizen', 'otak', 'ratarata', 'otak', 'jabat', 'ratarata', 'bikin', 'menterimenteri', 'loyalis', 'mulyono']"
"['executive', 'pln', 'turun', 'aceh', 'info', 'walikota', 'banda', 'aceh', 'insyaallah', 'banda', 'aceh', 'nyala', 'pasti', 'listrik', 'pulih', 'ibukota', 'aceh', 'pascabencana', 'acehsumatera', 'banda', 'aceh', 'gelap', 'listrik', 'gilir', 'hidup', 'telkom', 'lumpuh', 'bbm', 'lpg']"
"['aceh', 'utara', 'barat', 'nasional', 'tangan', 'sadar']"
"['maksud', 'bnpb', 'bilang', 'korban', 'tewas', 'an', 'orang', 'kira', 'logika']"
